EmpID,FirstName,LastName,StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
3511,Karli,Barker,17-Aug-21,31-Dec-21,Area Sales Manager,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Tell paper every.,Sales,Finance & Accounting,18-02-1997,KY,Director,Female,Fully Meets,4,11-05-2023,5,4,5,07-Apr-23,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44
3512,Tyrone,Sosa,17-Apr-23,22-Jun-23,Area Sales Manager,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,Fully Meets,2,20-02-2023,5,1,3,25-Nov-22,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44
3513,Damaris,Cisneros,02-Sep-22,24-May-23,Area Sales Manager,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,13-11-1959,TX,Laborer,Male,Fully Meets,5,11-05-2023,4,1,3,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0
3514,Alexus,Estes,15-Apr-20,,Area Sales Manager,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,03-01-1958,TX,Manager,Male,Fully Meets,1,25-08-2022,2,1,1,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
3515,Kinsley,Flowers,09-Mar-22,10-Dec-22,Area Sales Manager,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,29-04-1997,CO,Controller,Male,Fully Meets,4,03-07-2023,3,5,5,04-Feb-23,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96
3516,Deborah,Love,07-Apr-22,22-Jan-23,Area Sales Manager,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,Fully Meets,5,15-11-2022,2,3,5,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
3517,Milagros,Francis,19-Feb-20,,Area Sales Manager,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,04-01-1942,IN,Splicer,Male,Fully Meets,4,01-01-2023,4,1,1,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
3518,Roberto,Michael,10-Apr-21,04-Jul-22,Area Sales Manager,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,Fully Meets,2,13-05-2023,4,2,5,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
3519,Elaine,Ewing,19-Dec-21,02-Mar-22,Area Sales Manager,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,28-03-1951,CA,Groundman,Male,Fully Meets,2,10-06-2023,1,3,4,11-Dec-22,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69
3520,Caiden,Munoz,13-Dec-20,13-Jan-23,Area Sales Manager,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,01-03-1963,ND,Manager,Female,Fully Meets,1,17-09-2022,5,1,1,11-Sep-22,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93
3521,Jocelyn,Bradford,26-Feb-19,,Area Sales Manager,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,16-04-1949,KY,Electrician,Female,Fully Meets,4,19-09-2022,1,3,3,28-Feb-23,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5
3522,Marques,Armstrong,02-Mar-20,,Area Sales Manager,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,12-10-1983,KY,Splicer,Female,Fully Meets,1,14-07-2023,1,5,4,05-May-23,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04
3523,Rohan,Chapman,25-Jun-21,25-Aug-22,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,19-12-1978,KY,Laborer,Female,Fully Meets,2,27-02-2023,3,2,3,10-Jul-23,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18
3524,Emmanuel,Franklin,26-Jul-21,04-May-22,Area Sales Manager,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,11-11-1999,TX,Laborer,Male,Fully Meets,2,19-05-2023,3,2,4,02-Jan-23,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65
3525,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,Fully Meets,2,01-02-2023,1,2,1,09-Oct-22,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75
3526,Darius,Krause,15-Sep-22,,Area Sales Manager,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,Fully Meets,4,28-01-2023,1,5,3,15-Oct-22,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5
3527,Ahmed,Hawkins,01-May-20,25-Feb-21,Area Sales Manager,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,Fully Meets,1,27-02-2023,1,3,2,06-Jan-23,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28
3528,Kymani,Benjamin,13-Oct-22,,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,Fully Meets,2,27-05-2023,5,2,2,02-Mar-23,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96
3529,Callum,Mcdaniel,03-Jan-20,24-Aug-20,Area Sales Manager,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,Fully Meets,2,15-07-2023,2,3,4,04-Sep-22,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56
3530,Zariah,Black,13-Nov-19,,Area Sales Manager,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,Fully Meets,2,27-11-2022,1,2,5,18-Jan-23,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85
3531,Ronnie,Mayer,17-Jun-23,,Area Sales Manager,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,Fully Meets,1,24-02-2023,2,4,4,30-Nov-22,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46
3532,Marlon,Ford,14-Oct-21,,Area Sales Manager,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,Fully Meets,1,08-10-2022,2,2,5,02-May-23,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61
3533,Slade,Griffith,01-Jun-21,16-Jul-23,Area Sales Manager,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,12-11-1966,ND,Administrator,Male,Fully Meets,2,08-01-2023,2,5,2,11-May-23,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4
3534,Lee,Frye,14-Sep-18,,Area Sales Manager,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,Fully Meets,4,14-04-2023,4,3,2,21-May-23,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96
3535,Veronica,Rowe,11-Dec-18,02-Jun-22,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,02-02-1994,KY,Engineer,Female,Fully Meets,4,01-11-2022,1,5,1,25-Jun-23,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96
3536,Aylin,Berg,06-Aug-22,,Area Sales Manager,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,02-01-1989,GA,Administrative,Female,Fully Meets,2,09-10-2022,1,2,4,23-Nov-22,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03
3537,Neveah,Rowe,28-May-22,24-Feb-23,Area Sales Manager,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,11-07-1954,TX,Foreman,Male,Fully Meets,2,09-09-2022,4,2,5,06-Feb-23,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77
3538,Keith,Baxter,16-Jun-19,05-Mar-22,Area Sales Manager,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,Fully Meets,2,20-04-2023,1,5,4,06-Oct-22,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07
3539,Chaz,Bruce,08-Dec-19,,Area Sales Manager,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,Fully Meets,5,06-02-2023,3,3,4,17-Mar-23,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77
3540,Maya,Mccann,12-Mar-20,09-Oct-22,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,09-06-1983,CO,Supervisor,Male,Exceeds,4,25-06-2023,2,2,3,26-Oct-22,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46
3541,Aaron,Weber,06-Apr-20,24-Jul-23,Area Sales Manager,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,Exceeds,2,28-11-2022,1,3,3,22-May-23,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3
3542,Ellie,Gill,15-Apr-23,,Area Sales Manager,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,01-03-1948,IN,Manager,Male,Needs Improvement,1,18-10-2022,2,3,4,22-Aug-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42
3543,Rayne,Kerr,10-Nov-20,,Area Sales Manager,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,Fully Meets,2,11-02-2023,4,5,5,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
3544,Samara,Mcbride,29-Jun-23,09-Jul-23,Area Sales Manager,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,Fully Meets,2,14-09-2022,3,5,3,02-May-23,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93
3545,Ryann,Rubio,07-Mar-22,,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,Fully Meets,1,27-05-2023,2,5,2,04-May-23,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12
3546,Paris,Carr,31-Jul-21,27-Jan-23,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,Exceeds,1,10-05-2023,2,5,5,21-Nov-22,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45
3547,Adriel,Wiggins,20-Jan-22,,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,Needs Improvement,2,24-12-2022,2,4,2,24-Apr-23,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05
3548,Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,Fully Meets,1,06-10-2022,5,5,3,16-Aug-22,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8
3549,Ryan,Lynch,15-Oct-18,18-Oct-20,Area Sales Manager,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,Fully Meets,2,19-04-2023,1,4,1,02-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
3550,Charlie,Atkinson,26-Nov-21,14-Oct-22,Area Sales Manager,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,Fully Meets,1,23-01-2023,3,5,4,09-Apr-23,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11
3551,Emery,Roach,11-Aug-18,,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,04-07-1954,TX,Engineer,Male,Needs Improvement,4,03-06-2023,4,4,3,27-Oct-22,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13
3552,Harper,Ramos,16-Feb-20,03-Jun-20,Area Sales Manager,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11-08-1942,CO,Foreman,Male,Needs Improvement,1,14-10-2022,3,4,2,26-Nov-22,Leadership Development,External,Failed,Charlottebury,John Miller,4,480.87
3553,Khalil,Mendez,20-Jan-20,,Area Sales Manager,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,07-05-1949,CO,Foreman,Male,Fully Meets,4,30-10-2022,4,2,4,11-Dec-22,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48
3554,Lizeth,Holland,31-Mar-19,,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,Fully Meets,1,07-06-2023,2,1,2,05-Jun-23,Project Management,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33
3555,Matilda,Randall,06-Jan-23,07-May-23,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11-01-1988,IN,Drafter,Female,Fully Meets,4,13-01-2023,2,5,1,04-Mar-23,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12
3556,Damien,Howe,18-Jul-19,15-Jan-20,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,Exceeds,2,11-06-2023,2,2,3,11-Feb-23,Customer Service,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92
3557,Nicholas,Obrien,13-Feb-19,,Area Sales Manager,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,06-06-1960,MA,Operator,Male,Fully Meets,2,20-04-2023,4,5,2,04-Feb-23,Project Management,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38
3558,Mildred,Gentry,30-Dec-18,,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),04-06-1959,MA,Manager,Female,Fully Meets,1,05-10-2022,2,5,3,18-Jul-23,Technical Skills,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54
3559,Wilson K,Adinolfi,06-Nov-19,06-Sep-20,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,Fully Meets,2,27-12-2022,3,2,1,30-Nov-22,Project Management,External,Failed,West Michelletown,John Allen,2,959.81
3560,Joanne,Handschiegl,01-Jun-22,,Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,Exceeds,4,09-01-2023,2,4,5,22-May-23,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92
3561,Dianna,Blount,28-Mar-23,,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,Fully Meets,5,20-11-2022,2,1,5,07-Sep-22,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04
3562,Jean,Crimmings,21-May-19,05-Jan-23,Production Technician I,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),09-04-1954,MA,Manager,Female,Exceeds,2,27-11-2022,2,1,3,02-Jan-23,Project Management,External,Failed,West William,Jason Gallegos,3,808.05
3563,Nore,Sadki,01-Jan-19,,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,PIP,4,31-01-2023,4,1,3,06-Apr-23,Leadership Development,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9
3564,Susan,Lundy,26-Jan-19,02-Dec-20,Production Technician II,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,07-11-1994,MA,Lineman,Female,Fully Meets,1,12-03-2023,4,4,3,10-Dec-22,Technical Skills,External,Incomplete,North Richard,Kimberly Thomas,4,106.14
3565,Kramer,Keatts,11-Sep-21,,Production Technician I,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10-05-1968,MA,Lineman,Male,Fully Meets,4,29-09-2022,5,5,5,06-May-23,Project Management,External,Passed,Courtneymouth,Samantha Nichols,4,684.35
3566,Maliki,Moumanil,26-Sep-21,,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,05-10-1963,MA,Lineman,Male,Fully Meets,2,27-01-2023,1,2,3,05-Sep-22,Communication Skills,Internal,Failed,Jordanborough,John Gamble,2,578.81
3567,Nader,Barton,04-Mar-23,,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,02-09-1966,MA,Technician,Male,Fully Meets,4,04-08-2023,2,3,2,09-Jun-23,Customer Service,Internal,Completed,Sierraton,April Wilson,5,764.51
3568,Quinn,Rarrick,11-Jul-23,29-Jul-23,Production Technician I,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Couple really very hear.,Production       ,Field Operations,08-12-1974,MA,Foreman,Male,Fully Meets,2,07-02-2023,2,4,1,23-Aug-22,Project Management,Internal,Incomplete,Frenchside,Anthony Nixon,2,201.76
3569,Beatrice,Chace,09-Feb-19,28-Aug-20,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,Fully Meets,2,24-12-2022,1,3,5,09-Nov-22,Technical Skills,External,Incomplete,Fernandezborough,Rachel Foster,4,730.04
3570,Adrienne J,Homberger,19-Apr-19,26-Oct-21,Production Technician II,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Change instead determine share far leg ground.,Production       ,Fielders,23-11-1974,MA,Engineer,Female,Fully Meets,1,02-01-2023,2,5,3,29-Mar-23,Project Management,External,Failed,Port Kristopherfurt,Matthew Ramirez,2,796.88
3571,Marilyn,Linares,07-Jul-22,17-Jul-23,Production Technician I,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,Fully Meets,4,23-11-2022,4,1,5,04-Aug-23,Project Management,External,Completed,North William,Tanya Melendez,3,834.44
3572,Timothy,Sullivan,12-Mar-19,19-May-20,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,07-06-1994,MA,Engineer,Male,Fully Meets,5,05-12-2022,5,5,5,19-May-23,Leadership Development,Internal,Failed,Port Dennis,Brady Newton,5,569.17
3573,Jennifer,Medeiros,09-Mar-20,17-Oct-21,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,26-10-1983,MA,Driller,Female,Exceeds,4,31-12-2022,4,1,1,06-Oct-22,Customer Service,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07
3574,Anna,Von Massenbach,18-May-21,04-Jan-22,Production Technician I,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,06-05-1951,MA,Laborer,Female,Fully Meets,1,07-07-2023,3,3,3,05-Sep-22,Customer Service,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56
3575,George,Johnson,28-Apr-21,18-Jan-22,Production Technician I,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,05-03-1987,MA,Groundman,Male,Exceeds,5,26-06-2023,5,1,5,12-Dec-22,Technical Skills,Internal,Incomplete,South Paulport,Brian Hood,3,583.21
3576,Angela,Erilus,21-Jul-21,26-Apr-23,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,Exceeds,4,23-03-2023,2,3,3,02-Feb-23,Project Management,External,Completed,East Taylor,Jesse Sullivan,5,398.65
3577,Miguel,Estremera,15-Sep-19,,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Tower Hand,Male,Fully Meets,4,14-08-2022,5,4,5,26-Jan-23,Communication Skills,Internal,Passed,New Jasonland,Mr. John Singh,5,931.46
3578,Clinton,Owad,04-May-19,,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Technician,Male,Exceeds,2,14-10-2022,1,4,2,01-Dec-22,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06
3579,Constance,Sloan,20-May-21,,Production Technician II,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,Needs Improvement,4,27-04-2023,5,3,3,27-Apr-23,Communication Skills,External,Failed,South Jillian,Amber Wright,2,199.82
3580,Davion,Sanchez,16-Dec-19,,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-04-1942,MA,Foreman,Male,Fully Meets,4,21-10-2022,2,4,3,04-Nov-22,Communication Skills,Internal,Failed,New Jamesside,Kelly Rodriguez,5,940.2
3581,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,Fully Meets,2,29-08-2022,3,4,4,29-Jan-23,Communication Skills,External,Completed,Michaelberg,Todd Ramirez,1,122.07
3582,Augustus,Drake,19-Aug-20,04-May-22,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),09-08-1968,MA,Laborer,Male,Fully Meets,4,17-09-2022,2,2,5,09-Sep-22,Communication Skills,Internal,Completed,Lopezborough,Erik Reeves,4,875.02
